1,89.503205 %
2,72.996795 %
3,65.985577 %
4,61.157853 %
5,57.782452 %
6,56.250000 %
7,54.106571 %
8,53.195112 %
9,51.993189 %
10,52.013221 %
11,51.562500 %
12,52.013221 %
13,52.443910 %
14,51.322115 %
15,52.473958 %
16,53.375401 %
17,51.883013 %
18,51.372196 %
19,51.252003 %
20,51.442308 %
21,51.342147 %
22,51.161859 %
23,50.460737 %
24,50.530849 %
25,50.641026 %
26,51.492388 %
27,50.260417 %
28,51.362179 %
29,51.372196 %
30,51.151843 %
31,51.352163 %
32,51.502404 %
33,51.562500 %
34,50.881410 %
35,51.131811 %
36,50.931490 %
37,50.550881 %
38,50.841346 %
39,50.040064 %
40,49.759615 %
41,49.469151 %
42,49.439103 %
43,49.399038 %
44,49.168670 %
45,49.138622 %
46,49.419071 %
47,48.788061 %
48,48.988381 %
49,48.998397 %
50,49.449119 %
51,49.318910 %
52,48.788061 %
53,49.519231 %
54,49.148638 %
55,48.447516 %
56,48.197115 %
57,48.197115 %
58,48.818109 %
59,48.327324 %
60,48.247196 %
61,48.808093 %
62,48.637821 %
63,48.747997 %
64,48.227163 %
65,48.637821 %
66,48.177083 %
67,47.896635 %
68,47.485978 %
69,48.207131 %
70,47.806490 %
71,48.257212 %
72,48.287260 %
73,47.846554 %
74,48.096955 %
75,48.267228 %
76,47.746394 %
77,47.976763 %
78,48.417468 %
79,47.425881 %
80,47.756410 %
81,47.876603 %
82,47.666266 %
83,47.826522 %
84,47.826522 %
85,47.626202 %
86,47.636218 %
87,47.435897 %
88,47.345753 %
89,46.864984 %
90,47.646234 %
91,47.055288 %
92,46.724760 %
93,47.566106 %
94,47.746394 %
95,46.574519 %
96,47.165465 %
97,47.566106 %
98,47.255609 %
99,47.626202 %
100,47.265625 %
101,46.504407 %
102,46.774840 %
103,47.155449 %
104,47.215545 %
105,46.514423 %
106,47.115385 %
107,47.055288 %
108,47.455929 %
109,47.025240 %
110,46.774840 %
111,46.935096 %
112,47.235577 %
113,47.075321 %
114,47.145433 %
115,46.925080 %
116,46.574519 %
117,47.055288 %
118,46.714744 %
119,47.395833 %
120,47.045272 %
121,46.604567 %
122,46.704728 %
123,46.574519 %
124,46.794872 %
125,46.344151 %
126,46.714744 %
127,47.335737 %
128,46.734776 %
129,47.235577 %
130,46.834936 %
131,47.155449 %
132,46.644631 %
133,46.915064 %
134,46.644631 %
135,47.145433 %
136,47.285657 %
137,47.115385 %
138,46.744792 %
139,46.554487 %
140,46.484375 %
141,46.895032 %
142,46.945112 %
143,46.754808 %
144,46.544471 %
145,46.905048 %
146,47.235577 %
147,47.045272 %
148,46.264022 %
149,46.554487 %
150,46.915064 %
151,46.494391 %
152,46.514423 %
153,46.734776 %
154,46.394231 %
155,46.564503 %
156,46.644631 %
157,46.113782 %
158,46.504407 %
159,47.005208 %
160,46.544471 %
161,47.185497 %
162,46.534455 %
163,46.474359 %
164,46.754808 %
165,46.324119 %
166,46.404247 %
167,46.654647 %
168,46.013622 %
169,46.143830 %
170,46.254006 %
171,46.724760 %
172,46.875000 %
173,46.203926 %
174,46.584535 %
175,46.203926 %
176,46.113782 %
177,46.684696 %
178,47.015224 %
179,46.213942 %
180,45.973558 %
181,46.394231 %
182,46.334135 %
183,46.384215 %
184,46.434295 %
185,46.033654 %
186,46.754808 %
187,46.203926 %
188,46.213942 %
189,46.434295 %
190,46.264022 %
191,46.223958 %
192,46.414263 %
193,46.213942 %
194,46.474359 %
195,46.684696 %
196,46.554487 %
197,46.314103 %
198,46.374199 %
199,46.574519 %
200,46.504407 %
201,44.621394 %
202,44.421074 %
203,44.300881 %
204,44.130609 %
205,44.170673 %
206,44.110577 %
207,43.820112 %
208,43.729968 %
209,43.739984 %
210,43.780048 %
211,43.569712 %
212,43.790064 %
213,43.800080 %
214,43.549679 %
215,43.860176 %
216,43.449519 %
217,43.429487 %
218,43.479567 %
219,43.539663 %
220,43.539663 %
221,43.679888 %
222,43.719952 %
223,43.599760 %
224,43.599760 %
225,43.529647 %
226,43.359375 %
227,43.309295 %
228,43.399439 %
229,43.619792 %
230,43.709936 %
231,43.429487 %
232,43.459535 %
233,43.409455 %
234,43.309295 %
235,43.209135 %
236,43.269231 %
237,43.419471 %
238,43.259215 %
239,43.239183 %
240,43.259215 %
241,43.459535 %
242,43.369391 %
243,43.229167 %
244,43.038862 %
245,43.088942 %
246,43.098958 %
247,43.229167 %
248,43.199119 %
249,43.409455 %
250,43.349359 %
251,43.139022 %
252,43.319311 %
253,43.249199 %
254,43.219151 %
255,43.269231 %
256,43.279247 %
257,43.309295 %
258,43.249199 %
259,43.289263 %
260,43.088942 %
261,42.908654 %
262,43.279247 %
263,43.229167 %
264,43.329327 %
265,43.018830 %
266,43.199119 %
267,43.309295 %
268,43.118990 %
269,42.918670 %
270,43.249199 %
271,43.239183 %
272,43.078926 %
273,43.349359 %
274,42.838542 %
275,43.349359 %
276,42.788462 %
277,43.028846 %
278,43.108974 %
279,43.008814 %
280,42.878606 %
281,42.928686 %
282,43.199119 %
283,42.918670 %
284,43.028846 %
285,42.908654 %
286,42.998798 %
287,42.868590 %
288,43.038862 %
289,43.028846 %
290,42.928686 %
291,42.968750 %
292,42.848558 %
293,42.908654 %
294,42.938702 %
295,43.058894 %
296,42.968750 %
297,42.918670 %
298,42.798478 %
299,43.038862 %
300,42.728365 %
301,42.848558 %
302,42.848558 %
303,43.008814 %
304,42.618189 %
305,42.978766 %
306,42.918670 %
307,43.118990 %
308,42.998798 %
309,42.848558 %
310,42.878606 %
311,42.908654 %
312,42.798478 %
313,42.888622 %
314,43.058894 %
315,43.038862 %
316,42.818510 %
317,42.798478 %
318,42.918670 %
319,42.848558 %
320,42.768429 %
321,42.868590 %
322,42.758413 %
323,42.938702 %
324,42.888622 %
325,42.958734 %
326,42.828526 %
327,43.008814 %
328,42.718349 %
329,42.838542 %
330,42.728365 %
331,42.758413 %
332,42.848558 %
333,42.858574 %
334,42.878606 %
335,42.958734 %
336,42.908654 %
337,42.918670 %
338,42.828526 %
339,42.948718 %
340,42.898638 %
341,42.998798 %
342,42.908654 %
343,42.868590 %
344,42.928686 %
345,42.658253 %
346,42.818510 %
347,42.868590 %
348,42.908654 %
349,42.778446 %
350,42.728365 %
351,43.008814 %
352,42.868590 %
353,42.768429 %
354,42.858574 %
355,42.788462 %
356,42.798478 %
357,42.858574 %
358,42.868590 %
359,42.928686 %
360,42.948718 %
361,42.788462 %
362,42.758413 %
363,43.038862 %
364,42.908654 %
365,42.718349 %
366,42.978766 %
367,42.938702 %
368,42.808494 %
369,42.918670 %
370,42.998798 %
371,42.808494 %
372,42.768429 %
373,42.928686 %
374,42.838542 %
375,42.888622 %
376,42.928686 %
377,42.928686 %
378,43.129006 %
379,42.778446 %
380,42.848558 %
381,42.998798 %
382,42.828526 %
383,42.808494 %
384,42.848558 %
385,42.718349 %
386,42.838542 %
387,43.068910 %
388,42.938702 %
389,42.728365 %
390,42.728365 %
391,42.808494 %
392,42.698317 %
393,42.768429 %
394,42.748397 %
395,42.838542 %
396,42.968750 %
397,42.858574 %
398,42.788462 %
399,42.908654 %
400,42.798478 %
401,42.848558 %
402,42.858574 %
403,42.778446 %
404,42.768429 %
405,42.818510 %
406,42.798478 %
407,42.758413 %
408,42.748397 %
409,42.838542 %
410,42.758413 %
411,42.778446 %
412,42.788462 %
413,42.788462 %
414,42.868590 %
415,42.818510 %
416,42.778446 %
417,42.838542 %
418,42.758413 %
419,42.788462 %
420,42.758413 %
421,42.748397 %
422,42.788462 %
423,42.698317 %
424,42.788462 %
425,42.668269 %
426,42.768429 %
427,42.658253 %
428,42.758413 %
429,42.668269 %
430,42.598157 %
431,42.578125 %
432,42.708333 %
433,42.788462 %
434,42.798478 %
435,42.708333 %
436,42.798478 %
437,42.708333 %
438,42.698317 %
439,42.698317 %
440,42.748397 %
441,42.758413 %
442,42.718349 %
443,42.678285 %
444,42.718349 %
445,42.748397 %
446,42.708333 %
447,42.778446 %
448,42.808494 %
449,42.718349 %
450,42.598157 %
451,42.618189 %
452,42.778446 %
453,42.718349 %
454,42.678285 %
455,42.748397 %
456,42.728365 %
457,42.778446 %
458,42.808494 %
459,42.848558 %
460,42.778446 %
461,42.668269 %
462,42.698317 %
463,42.688301 %
464,42.788462 %
465,42.708333 %
466,42.708333 %
467,42.698317 %
468,42.728365 %
469,42.798478 %
470,42.718349 %
471,42.688301 %
472,42.618189 %
473,42.688301 %
474,42.678285 %
475,42.738381 %
476,42.708333 %
477,42.728365 %
478,42.788462 %
479,42.668269 %
480,42.758413 %
481,42.698317 %
482,42.778446 %
483,42.718349 %
484,42.618189 %
485,42.688301 %
486,42.708333 %
487,42.708333 %
488,42.668269 %
489,42.528045 %
490,42.598157 %
491,42.698317 %
492,42.598157 %
