1,40.885417 %
2,30.038061 %
3,28.926282 %
4,26.131811 %
5,24.659455 %
6,23.727965 %
7,24.499199 %
8,21.895032 %
9,21.243990 %
10,21.744792 %
11,20.122196 %
12,20.222356 %
13,20.262420 %
14,20.282452 %
15,20.693109 %
16,20.813301 %
17,21.324119 %
18,20.622997 %
19,21.504407 %
20,22.065304 %
21,21.814904 %
22,20.572917 %
23,20.062099 %
24,20.653045 %
25,20.022035 %
26,20.052083 %
27,19.711538 %
28,19.451122 %
29,20.172276 %
30,19.721554 %
31,19.911859 %
32,19.771635 %
33,21.314103 %
34,20.412660 %
35,20.572917 %
36,20.422676 %
37,19.771635 %
38,19.851763 %
39,20.322516 %
40,20.042067 %
41,19.421074 %
42,20.502804 %
43,18.830128 %
44,19.601362 %
45,18.940304 %
46,19.921875 %
47,20.522837 %
48,19.611378 %
49,20.422676 %
50,19.911859 %
51,20.733173 %
52,19.050481 %
53,18.800080 %
54,18.890224 %
55,18.870192 %
56,18.850160 %
57,18.970353 %
58,18.719952 %
59,18.499599 %
60,18.870192 %
61,19.120593 %
62,18.529647 %
63,18.840144 %
64,18.399439 %
65,18.489583 %
66,18.760016 %
67,19.531250 %
68,18.439503 %
69,18.810096 %
70,19.020433 %
71,18.739984 %
72,17.938702 %
73,19.340946 %
74,18.479567 %
75,18.699920 %
76,19.150641 %
77,18.058894 %
78,18.399439 %
79,19.070513 %
80,18.179087 %
81,18.139022 %
82,19.000401 %
83,19.761619 %
84,18.209135 %
85,18.449519 %
86,18.950321 %
87,19.090545 %
88,19.511218 %
89,18.719952 %
90,18.689904 %
91,18.329327 %
92,19.551282 %
93,18.830128 %
94,18.429487 %
95,18.369391 %
96,18.860176 %
97,18.599760 %
98,18.649840 %
99,17.828526 %
100,18.419471 %
101,17.487981 %
102,17.417869 %
103,17.327724 %
104,17.197516 %
105,17.187500 %
106,17.157452 %
107,17.337740 %
108,17.137420 %
109,17.217548 %
110,17.127404 %
111,17.137420 %
112,17.087340 %
113,17.107372 %
114,16.937099 %
115,17.197516 %
116,17.007212 %
117,16.977163 %
118,16.947115 %
119,16.987179 %
120,17.017228 %
121,17.007212 %
122,17.067308 %
123,17.027244 %
124,17.067308 %
125,16.997196 %
126,17.017228 %
127,16.997196 %
128,17.127404 %
129,17.167468 %
130,17.007212 %
131,17.157452 %
132,17.057292 %
133,17.097356 %
134,17.127404 %
135,16.907051 %
136,17.017228 %
137,17.147436 %
138,16.937099 %
139,17.127404 %
140,16.947115 %
141,16.977163 %
142,16.897035 %
143,16.987179 %
144,16.917067 %
145,16.947115 %
146,16.877003 %
147,16.977163 %
148,16.927083 %
149,17.087340 %
150,16.887019 %
151,17.067308 %
152,17.017228 %
153,16.887019 %
154,16.947115 %
155,16.836939 %
156,16.987179 %
157,16.877003 %
158,17.007212 %
159,16.927083 %
160,16.736779 %
161,16.957131 %
162,17.017228 %
163,16.877003 %
164,16.977163 %
165,17.087340 %
166,16.776843 %
167,16.856971 %
168,16.987179 %
169,16.927083 %
170,16.917067 %
171,17.127404 %
172,16.937099 %
173,16.917067 %
174,16.796875 %
175,16.967147 %
176,16.907051 %
177,16.917067 %
178,16.997196 %
179,16.796875 %
180,16.846955 %
181,16.947115 %
