1,41.846955 %
2,31.580529 %
3,29.046474 %
4,26.332131 %
5,26.422276 %
6,23.557692 %
7,22.856571 %
8,21.694712 %
9,22.155449 %
10,21.444311 %
11,22.045272 %
12,20.813301 %
13,22.786458 %
14,21.103766 %
15,21.714744 %
16,20.332532 %
17,20.673077 %
18,20.482772 %
19,20.392628 %
20,20.733173 %
21,19.851763 %
22,20.462740 %
23,20.843349 %
24,20.602965 %
25,20.723157 %
26,20.863381 %
27,20.272436 %
28,20.262420 %
29,19.391026 %
30,20.272436 %
31,21.183894 %
32,20.763221 %
33,21.103766 %
34,22.215545 %
35,21.314103 %
36,20.783253 %
37,20.592949 %
38,20.182292 %
39,19.461138 %
40,20.262420 %
41,20.012019 %
42,19.240785 %
43,19.381010 %
44,19.310897 %
45,19.491186 %
46,19.310897 %
47,19.431090 %
48,19.140625 %
49,20.202324 %
50,19.881811 %
51,19.280849 %
52,19.591346 %
53,19.120593 %
54,19.661458 %
55,18.409455 %
56,19.421074 %
57,19.190705 %
58,19.080529 %
59,19.841747 %
60,19.571314 %
61,19.340946 %
62,18.850160 %
63,19.010417 %
64,19.541266 %
65,19.110577 %
66,18.679888 %
67,20.092147 %
68,19.651442 %
69,19.391026 %
70,18.880208 %
71,19.340946 %
72,19.851763 %
73,19.330929 %
74,19.821715 %
75,19.060497 %
76,19.581330 %
77,19.040465 %
78,20.302484 %
79,19.791667 %
80,19.461138 %
81,18.980369 %
82,19.491186 %
83,20.272436 %
84,19.741587 %
85,18.880208 %
86,19.381010 %
87,19.491186 %
88,20.022035 %
89,19.771635 %
90,19.801683 %
91,18.760016 %
92,19.521234 %
93,19.040465 %
94,18.840144 %
95,20.252404 %
96,19.401042 %
97,19.871795 %
98,19.180689 %
99,19.000401 %
100,18.920272 %
101,17.387821 %
102,17.177484 %
103,17.177484 %
104,17.257612 %
105,17.327724 %
106,17.107372 %
107,16.927083 %
108,17.127404 %
109,17.087340 %
110,17.207532 %
111,17.197516 %
112,17.257612 %
113,17.067308 %
114,17.147436 %
115,17.197516 %
116,17.077324 %
117,17.047276 %
118,16.967147 %
119,17.167468 %
120,17.287660 %
121,17.177484 %
122,17.137420 %
123,17.057292 %
124,17.167468 %
125,17.097356 %
126,17.157452 %
127,17.047276 %
128,17.297676 %
129,17.107372 %
130,17.167468 %
131,17.227564 %
132,17.187500 %
133,17.147436 %
134,17.297676 %
135,17.197516 %
136,17.147436 %
137,17.197516 %
138,17.117388 %
139,17.087340 %
140,17.227564 %
141,17.247596 %
142,17.297676 %
143,17.117388 %
144,17.177484 %
145,17.207532 %
146,17.067308 %
147,17.267628 %
148,17.147436 %
149,17.247596 %
150,17.197516 %
151,17.257612 %
152,17.317708 %
153,17.107372 %
154,17.437901 %
155,17.307692 %
156,17.247596 %
157,17.067308 %
158,17.147436 %
159,17.077324 %
160,17.077324 %
161,16.997196 %
162,17.277644 %
163,17.107372 %
164,17.077324 %
165,17.167468 %
166,17.197516 %
167,17.187500 %
168,17.117388 %
169,17.197516 %
170,17.147436 %
171,17.307692 %
172,17.387821 %
173,17.257612 %
174,17.217548 %
175,17.227564 %
176,17.167468 %
177,17.037260 %
178,17.327724 %
179,17.047276 %
180,17.317708 %
181,17.217548 %
182,17.157452 %
183,17.087340 %
184,17.227564 %
185,17.197516 %
186,17.127404 %
187,17.247596 %
188,17.137420 %
189,17.117388 %
190,17.137420 %
191,17.157452 %
192,17.117388 %
193,17.147436 %
194,17.207532 %
195,17.397837 %
196,17.237580 %
197,17.267628 %
198,17.267628 %
199,17.287660 %
200,17.247596 %
201,17.267628 %
202,17.327724 %
203,17.317708 %
204,17.207532 %
205,17.237580 %
206,17.237580 %
207,17.227564 %
208,17.197516 %
209,17.187500 %
210,17.237580 %
211,17.197516 %
212,17.217548 %
213,17.157452 %
214,17.227564 %
215,17.217548 %
216,17.197516 %
217,17.237580 %
218,17.197516 %
219,17.237580 %
