1,2.844551 %
2,1.402244 %
3,0.841346 %
4,0.871394 %
5,0.741186 %
6,0.691106 %
7,0.881410 %
8,0.831330 %
9,0.821314 %
10,0.721154 %
11,0.610978 %
12,0.661058 %
13,0.641026 %
14,0.520833 %
15,0.580929 %
16,0.691106 %
17,0.590946 %
18,0.651042 %
19,0.600962 %
20,0.620994 %
21,0.631010 %
22,0.550881 %
23,0.520833 %
24,0.661058 %
25,0.610978 %
26,0.510817 %
27,0.580929 %
28,0.701122 %
29,0.651042 %
30,0.560897 %
31,0.540865 %
32,0.590946 %
33,0.570913 %
34,0.550881 %
35,0.641026 %
36,0.631010 %
37,0.701122 %
38,0.661058 %
39,0.620994 %
40,0.530849 %
41,0.620994 %
42,0.550881 %
43,0.610978 %
44,0.620994 %
45,0.600962 %
46,0.610978 %
47,0.460737 %
48,0.540865 %
49,0.631010 %
50,0.590946 %
51,0.550881 %
52,0.570913 %
53,0.671074 %
54,0.580929 %
55,0.681090 %
56,0.681090 %
57,0.580929 %
58,0.530849 %
59,0.610978 %
60,0.530849 %
61,0.570913 %
62,0.620994 %
63,0.540865 %
64,0.520833 %
65,0.590946 %
66,0.560897 %
67,0.520833 %
68,0.701122 %
69,0.620994 %
70,0.570913 %
71,0.600962 %
72,0.610978 %
73,0.580929 %
74,0.580929 %
75,0.560897 %
76,0.500801 %
77,0.620994 %
78,0.530849 %
79,0.490785 %
80,0.661058 %
81,0.570913 %
82,0.490785 %
83,0.540865 %
84,0.570913 %
85,0.560897 %
86,0.681090 %
87,0.570913 %
88,0.530849 %
89,0.641026 %
90,0.620994 %
91,0.620994 %
92,0.600962 %
93,0.510817 %
94,0.641026 %
95,0.570913 %
96,0.610978 %
97,0.550881 %
98,0.580929 %
99,0.480769 %
100,0.661058 %
101,0.430689 %
102,0.430689 %
103,0.430689 %
104,0.460737 %
105,0.420673 %
106,0.430689 %
107,0.440705 %
108,0.480769 %
109,0.450721 %
110,0.450721 %
111,0.430689 %
112,0.450721 %
113,0.420673 %
114,0.420673 %
115,0.450721 %
116,0.410657 %
117,0.410657 %
118,0.440705 %
119,0.420673 %
120,0.450721 %
121,0.430689 %
122,0.410657 %
123,0.460737 %
124,0.450721 %
125,0.440705 %
126,0.440705 %
127,0.400641 %
128,0.450721 %
129,0.400641 %
130,0.420673 %
131,0.410657 %
132,0.440705 %
133,0.440705 %
134,0.410657 %
135,0.410657 %
136,0.440705 %
137,0.430689 %
138,0.400641 %
139,0.430689 %
140,0.430689 %
141,0.420673 %
142,0.440705 %
143,0.450721 %
144,0.400641 %
145,0.430689 %
146,0.430689 %
147,0.430689 %
148,0.450721 %
149,0.430689 %
150,0.430689 %
151,0.430689 %
152,0.440705 %
153,0.390625 %
154,0.430689 %
155,0.440705 %
156,0.440705 %
157,0.440705 %
158,0.430689 %
159,0.430689 %
160,0.410657 %
161,0.440705 %
162,0.400641 %
163,0.420673 %
164,0.420673 %
165,0.430689 %
