1,2.724359 %
2,1.362179 %
3,1.372196 %
4,0.971554 %
5,0.991587 %
6,1.051683 %
7,0.971554 %
8,0.791266 %
9,0.731170 %
10,0.871394 %
11,0.701122 %
12,0.851362 %
13,0.721154 %
14,0.761218 %
15,0.691106 %
16,0.721154 %
17,0.681090 %
18,0.620994 %
19,0.631010 %
20,0.641026 %
21,0.721154 %
22,0.580929 %
23,0.811298 %
24,0.620994 %
25,0.701122 %
26,0.671074 %
27,0.631010 %
28,0.570913 %
29,0.590946 %
30,0.681090 %
31,0.580929 %
32,0.530849 %
33,0.560897 %
34,0.590946 %
35,0.631010 %
36,0.580929 %
37,0.651042 %
38,0.590946 %
39,0.610978 %
40,0.631010 %
41,0.580929 %
42,0.671074 %
43,0.540865 %
44,0.590946 %
45,0.590946 %
46,0.671074 %
47,0.600962 %
48,0.610978 %
49,0.560897 %
50,0.580929 %
51,0.560897 %
52,0.580929 %
53,0.620994 %
54,0.530849 %
55,0.570913 %
56,0.570913 %
57,0.651042 %
58,0.520833 %
59,0.520833 %
60,0.580929 %
61,0.510817 %
62,0.600962 %
63,0.620994 %
64,0.550881 %
65,0.671074 %
66,0.610978 %
67,0.540865 %
68,0.671074 %
69,0.510817 %
70,0.480769 %
71,0.540865 %
72,0.600962 %
73,0.500801 %
74,0.550881 %
75,0.641026 %
76,0.500801 %
77,0.570913 %
78,0.550881 %
79,0.510817 %
80,0.510817 %
81,0.560897 %
82,0.490785 %
83,0.570913 %
84,0.600962 %
85,0.540865 %
86,0.560897 %
87,0.580929 %
88,0.560897 %
89,0.550881 %
90,0.540865 %
91,0.530849 %
92,0.610978 %
93,0.600962 %
94,0.570913 %
95,0.530849 %
96,0.530849 %
97,0.540865 %
98,0.600962 %
99,0.570913 %
100,0.530849 %
101,0.440705 %
102,0.460737 %
103,0.470753 %
104,0.470753 %
105,0.450721 %
106,0.460737 %
107,0.460737 %
108,0.450721 %
109,0.490785 %
110,0.470753 %
111,0.490785 %
112,0.450721 %
113,0.460737 %
114,0.470753 %
115,0.460737 %
116,0.450721 %
117,0.500801 %
118,0.490785 %
119,0.480769 %
120,0.460737 %
121,0.480769 %
122,0.480769 %
123,0.490785 %
124,0.480769 %
125,0.470753 %
126,0.490785 %
127,0.480769 %
128,0.470753 %
129,0.470753 %
130,0.480769 %
131,0.480769 %
132,0.480769 %
133,0.460737 %
134,0.500801 %
135,0.500801 %
136,0.460737 %
137,0.510817 %
138,0.480769 %
139,0.480769 %
140,0.490785 %
141,0.500801 %
142,0.500801 %
143,0.510817 %
144,0.480769 %
145,0.480769 %
146,0.490785 %
147,0.460737 %
148,0.480769 %
149,0.480769 %
150,0.480769 %
151,0.480769 %
152,0.500801 %
153,0.480769 %
154,0.480769 %
155,0.510817 %
156,0.500801 %
157,0.480769 %
158,0.480769 %
159,0.490785 %
160,0.500801 %
161,0.480769 %
162,0.480769 %
163,0.480769 %
164,0.490785 %
165,0.480769 %
166,0.480769 %
167,0.510817 %
168,0.470753 %
169,0.490785 %
170,0.460737 %
171,0.510817 %
172,0.490785 %
173,0.500801 %
174,0.500801 %
175,0.490785 %
176,0.480769 %
177,0.510817 %
178,0.500801 %
179,0.490785 %
180,0.490785 %
181,0.490785 %
182,0.470753 %
183,0.470753 %
184,0.500801 %
185,0.500801 %
186,0.490785 %
187,0.460737 %
188,0.490785 %
189,0.480769 %
190,0.500801 %
191,0.490785 %
192,0.480769 %
193,0.470753 %
194,0.490785 %
195,0.520833 %
196,0.510817 %
197,0.460737 %
198,0.530849 %
199,0.460737 %
200,0.500801 %
201,0.490785 %
202,0.480769 %
203,0.490785 %
204,0.490785 %
205,0.490785 %
206,0.500801 %
207,0.480769 %
208,0.480769 %
209,0.480769 %
210,0.490785 %
211,0.490785 %
212,0.480769 %
213,0.490785 %
214,0.490785 %
215,0.480769 %
216,0.480769 %
217,0.480769 %
218,0.490785 %
219,0.490785 %
220,0.490785 %
221,0.490785 %
222,0.480769 %
223,0.480769 %
224,0.490785 %
225,0.490785 %
226,0.490785 %
227,0.480769 %
228,0.490785 %
229,0.490785 %
230,0.480769 %
231,0.480769 %
232,0.480769 %
233,0.480769 %
234,0.480769 %
235,0.480769 %
236,0.480769 %
237,0.490785 %
238,0.480769 %
239,0.480769 %
240,0.480769 %
241,0.480769 %
242,0.480769 %
243,0.480769 %
244,0.480769 %
245,0.480769 %
246,0.480769 %
247,0.490785 %
248,0.480769 %
249,0.480769 %
250,0.480769 %
369.48m
